MDDv1.1_SciName,MDDv1.2_SciName,Comments,Category,References
Dasypterus_intermedius,Lasiurus_intermedius,moved from Dasypterus to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Aeorestes_semotus,Lasiurus_semotus,moved from Aeorestes to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Soto-Centeno, J. A., & Simmons, N. B. (2022). Environmentally driven phenotypic convergence and niche conservatism accompany speciation in hoary bats. Scientific reports, 12(1), 21877.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Aeorestes_villosissimus,Lasiurus_villosissimus,moved from Aeorestes to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Dasypterus_xanthinus,Lasiurus_xanthinus,moved from Dasypterus to Lasiurus,genus change,"Baird, A. B., Braun, J. K., Mares, M. A., Morales, J. C., Patton, J. C., Tran, C. Q., & Bickham, J. W. (2015). Molecular systematic revision of tree bats (Lasiurini): doubling the native mammals of the Hawaiian Islands. Journal of Mammalogy, 96(6), 1255-1274.|Novaes, R. L. M., Garbino, G. S., Claudio, V. C., & Moratelli, R. (2018). Separation of monophyletic groups into distinct genera should consider phenotypic discontinuities: the case of Lasiurini (Chiroptera: Vespertilionidae). Zootaxa, 4379(3), 439-440.|Baird, A. B., Braun, J., Engstrom, M., Lim, B., Mares, M., Patton, J., & Bickham, J. (2021). On the utility of taxonomy to reflect biodiversity: the example of Lasiurini (Chiroptera: Vespertilionidae). Therya, 12(2), 283.|Francis, C. M., Simmons, N. B., Van Cakenberghe, V., Upham, N. S., & Burgin, C. J. (2023). On the taxonomy of Lasiurus. Zenodo, 1-11. DOI: https://doi.org/10.5281/zenodo.7696845"
Pattonomys_occasius,Leiuromys_occasius,moved from Pattonomys to Leiuromys,genus change,"Emmons, L. H., & Fabre, P. H. (2018). A review of the Pattonomys/Toromys clade (Rodentia: Echimyidae), with descriptions of a new Toromys species and a new genus. American Museum Novitates, 2018(3894), 1-52."
Lagenorhynchus_acutus,Leucopleurus_acutus,moved from Lagenorhynchus to Leucopleurus,genus change,"Vollmer, N. L., Ashe, E., Brownell Jr, R. L., Cipriano, F., Mead, J. G., Reeves, R. R., ... & Williams, R. (2019). Taxonomic revision of the dolphin genus Lagenorhynchus. Marine Mammal Science, 35(3), 957-1057."
Myonycteris_angolensis,Lissonycteris_angolensis,moved from Myonycteris to Lissonycteris,genus change,"Wilson, D. E. & Mittermeier, R. A.Handbook of the Mammals of the World. 9. Bats. Lynx Edicions, Barcelona."
Canis_adustus,Lupulella_adusta,moved from Canis to Lupulella,genus change,"Viranta, S., Atickem, A., Werdelin, L., & Stenseth, N. C. (2017). Rediscovering a forgotten canid species. BMC Zoology, 2(6), 1-9."
Canis_mesomelas,Lupulella_mesomelas,moved from Canis to Lupulella,genus change,"Viranta, S., Atickem, A., Werdelin, L., & Stenseth, N. C. (2017). Rediscovering a forgotten canid species. BMC Zoology, 2(6), 1-9."
Megaderma_lyra,Lyroderma_lyra,moved from Megaderma to Lyroderma,genus change,"Kaňuch, P., Aghová, T., Meheretu, Y., Šumbera, R., & Bryja, J. (2015). New discoveries on the ecology and echolocation of the heart-nosed bat Cardioderma cor with a contribution to the phylogeny of Megadermatidae. African Zoology, 50(1), 53-57."
Mormopterus_norfolkensis,Micronomus_norfolkensis,moved from Mormopterus to Micronomus,genus change,"Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Hypsugo_joffrei,Mirostrellus_joffrei,moved from Hypsugo to Mirostrellus,genus change,"Saikia, U., Csorba, G., & Ruedi, M. (2020). First records of Hypsugo joffrei (Thomas, 1915) and the revision of Philetor brachypterus (Temminck, 1840) specimens (Chiroptera: Vespertilionidae) from the Indian Subcontinent. Revue suisse de Zoologie, 124(1), 83-89.|Görföl, T., Kruskop, S. V., Tu, V. T., Estók, P., Son, N. T., & Csorba, G. (2020). A new genus of vespertilionid bat: the end of a long journey for Joffre's Pipistrelle (Chiroptera: Vespertilionidae). Journal of Mammalogy, 101(2), 331-348."
Neovison_macrodon,Mustela_macrodon,moved from Neovison to Mustela,genus change,"Harding, L. E., & Smith, F. A. (2009). Mustela or Vison? Evidence for the taxonomic status of the American mink and a distinct biogeographic radiation of American weasels. Molecular Phylogenetics and Evolution, 52(3), 632-642."
Neovison_vison,Mustela_vison,moved from Neovison to Mustela,genus change,"Harding, L. E., & Smith, F. A. (2009). Mustela or Vison? Evidence for the taxonomic status of the American mink and a distinct biogeographic radiation of American weasels. Molecular Phylogenetics and Evolution, 52(3), 632-642."
Hypsugo_anchietae,Neoromicia_anchietae,moved from Hypsugo to Neoromicia,genus change,"Kock, D. 2001. Rousettus aegyptiacus (E. Geoffroy St. Hilaire, 1810) and Pipistrellus anchietae (Seabra, 1900), justified emendations of original spellings. Acta Chiropterologica 3(2):245-256.|Grubb, P. 2004. Controversial scientific names of African mammals. African Zoology 39(1):91-109.|Fasel, N. J., Mamba, M. L., & Monadjem, A. (2020). Penis morphology facilitates identification of cryptic African bat species. Journal of Mammalogy, 101(5), 1392-1399.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146.|Taylor, P. J., Strydom, E., Richards, L., Markotter, W., Toussaint, D. C., Kearney, T., ... & Monadjem, A. (2022). Integrative taxonomic analysis of new collections from the central Angolan highlands resolves the taxonomy of African pipistrelloid bats on a continental scale. Zoological Journal of the Linnean Society, zlac071."
Hypsugo_bemainty,Neoromicia_bemainty,moved from Hypsugo to Neoromicia,genus change,"Goodman, S. M., Rakotondramanana, C. F., Ramasindrazana, B., Kearney, T., Monadjem, A., Schoeman, M. C., ... & Appleton, B. (2015). An integrative approach to characterize Malagasy bats of the subfamily Vespertilioninae Gray, 1821, with the description of a new species of Hypsugo. Zoological Journal of the Linnean Society, 173(4), 988-1018.|Fasel, N. J., Mamba, M. L., & Monadjem, A. (2020). Penis morphology facilitates identification of cryptic African bat species. Journal of Mammalogy, 101(5), 1392-1399.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Melonycteris_fardoulisi,Nesonycteris_fardoulisi,moved from Melonycteris to Nesonycteris,genus change,"Almeida, F. C., Simmons, N. B., & Giannini, N. P. (2020). A Species-level Phylogeny of Old World Fruit Bats with a New Higher-level Classification of the Family Pteropodidae. American Museum Novitates, 2020(3950), 1-24.|Lavery, T. H., DeCicco, L. H., Olson, K. V., Holland, P. S., & Moyle, R. G. (2023). Phylogeography of Solomon Islands blossom bats reflects oceanic divides and Pleistocene connections. Journal of Biogeography, 00, 1-12."
Melonycteris_woodfordi,Nesonycteris_woodfordi,moved from Melonycteris to Nesonycteris,genus change,"Almeida, F. C., Simmons, N. B., & Giannini, N. P. (2020). A Species-level Phylogeny of Old World Fruit Bats with a New Higher-level Classification of the Family Pteropodidae. American Museum Novitates, 2020(3950), 1-24.|Lavery, T. H., DeCicco, L. H., Olson, K. V., Holland, P. S., & Moyle, R. G. (2023). Phylogeography of Solomon Islands blossom bats reflects oceanic divides and Pleistocene connections. Journal of Biogeography, 00, 1-12."
Neotragus_batesi,Nesotragus_batesi,moved from Neotragus to Nesotragus,genus change,"Bärmann, E. V., & Schikora, T. (2014). The polyphyly of Neotragus—Results from genetic and morphometric analyses. Mammalian Biology, 79(4), 283-286."
Neotragus_moschatus,Nesotragus_moschatus,moved from Neotragus to Nesotragus,genus change,"Bärmann, E. V., & Schikora, T. (2014). The polyphyly of Neotragus—Results from genetic and morphometric analyses. Mammalian Biology, 79(4), 283-286."
Cricetulus_migratorius,Nothocricetulus_migratorius,moved from Cricetulus to Nothocricetulus,genus change,"Lebedev, V. S., Bannikova, A. A., Neumann, K., Ushakova, M. V., Ivanova, N. V., & Surov, A. V. (2018). Molecular phylogenetics and taxonomy of dwarf hamsters Cricetulus Milne-Edwards, 1867 (Cricetidae, Rodentia): description of a new genus and reinstatement of another. Zootaxa, 4387(2), 331-349."
Hypsugo_crassulus,Nycticeinops_crassulus,moved from Hypsugo to Nycticeinops,genus change,"Roehrs, Z. P., Lack, J. B., & Van Den Bussche, R. A. (2010). Tribal phylogenetic relationships within Vespertilioninae (Chiroptera: Vespertilionidae) based on mitochondrial and nuclear sequence data. Journal of Mammalogy, 91(5), 1073-1092.|Hutterer, R., Decher, J., Monadjem, A., & Astrin, J. (2019). A new genus and species of vesper bat from West Africa, with notes on Hypsugo, Neoromicia, and Pipistrellus (Chiroptera: Vespertilionidae). Acta Chiropterologica, 21(1), 1-22.|Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Hypsugo_eisentrauti,Nycticeinops_eisentrauti,moved from Hypsugo to Nycticeinops,genus change,"Roehrs, Z. P., Lack, J. B., & Van Den Bussche, R. A. (2010). Tribal phylogenetic relationships within Vespertilioninae (Chiroptera: Vespertilionidae) based on mitochondrial and nuclear sequence data. Journal of Mammalogy, 91(5), 1073-1092.|Hutterer, R., Decher, J., Monadjem, A., & Astrin, J. (2019). A new genus and species of vesper bat from West Africa, with notes on Hypsugo, Neoromicia, and Pipistrellus (Chiroptera: Vespertilionidae). Acta Chiropterologica, 21(1), 1-22.|Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Neoromicia_grandidieri,Nycticeinops_grandidieri,moved from Neoromicia to Nycticeinops,genus change,"Thorn, E., Kock, D., & Cuisin, J. (2007). Status of the African bats Vesperugo grandidieri Dobson 1876 and Vesperugo flavescens Seabra 1900 (Chiroptera, Vespertilionidae), with description of a new subgenus. Mammalia, 71(1-2), 70-79.|Monadjem, A., Richards, L. R., Decher, J., Hutterer, R., Mamba, M. L., Guyton, J., Naskrecki, P., Markotter, W., Wipfler, B., Kropff, A. S., & Dalton, D. L (2020) A phylogeny for African Pipistrellus species with the description of a new species from West Africa (Mammalia: Chiroptera). Zoological Journal of the Linneaen Society, zlaa068.|Monadjem, A., T. C. Demos, D. L. Dalton, P. W. Webala, S. Musila, J. C. K. Peterhans and B. D. Patterson (2021). A revision of pipistrelle-like bats (Mammalia: Chiroptera: Vespertilionidae) in East Africa with the description of new genera and species. Zoological Journal of the Linnean Society 191(4): 1114–1146."
Mazama_pandora,Odocoileus_pandora,moved from Mazama to Odocoileus,genus change,"Gutiérrez, E. E., Helgen, K. M., McDonough, M. M., Bauer, F., Hawkins, M. T., Escobedo-Morales, L. A., ... & Maldonado, J. E. (2017). A gene-tree test of the traditional taxonomy of American deer: the importance of voucher specimens, geographic data, and dense sampling. ZooKeys, (697), 87."
Mormopterus_beccarii,Ozimops_beccarii,moved from Mormopterus to Ozimops,genus change,"Reardon, T. B., McKenzie, N. L., Cooper, S. J. B., Appleton, B., Carthew, S., & Adams, M. (2014). A molecular and morphological investigation of species boundaries and phylogenetic relationships in Australian free-tailed bats Mormopterus (Chiroptera: Molossidae). Australian journal of zoology, 62(2), 109-136.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Mormopterus_cobourgianus,Ozimops_cobourgianus,moved from Mormopterus to Ozimops,genus change,"Reardon, T. B., McKenzie, N. L., Cooper, S. J. B., Appleton, B., Carthew, S., & Adams, M. (2014). A molecular and morphological investigation of species boundaries and phylogenetic relationships in Australian free-tailed bats Mormopterus (Chiroptera: Molossidae). Australian journal of zoology, 62(2), 109-136.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Mormopterus_halli,Ozimops_halli,moved from Mormopterus to Ozimops,genus change,"Reardon, T. B., McKenzie, N. L., Cooper, S. J. B., Appleton, B., Carthew, S., & Adams, M. (2014). A molecular and morphological investigation of species boundaries and phylogenetic relationships in Australian free-tailed bats Mormopterus (Chiroptera: Molossidae). Australian journal of zoology, 62(2), 109-136.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Mormopterus_kitcheneri,Ozimops_kitcheneri,moved from Mormopterus to Ozimops,genus change,"Reardon, T. B., McKenzie, N. L., Cooper, S. J. B., Appleton, B., Carthew, S., & Adams, M. (2014). A molecular and morphological investigation of species boundaries and phylogenetic relationships in Australian free-tailed bats Mormopterus (Chiroptera: Molossidae). Australian journal of zoology, 62(2), 109-136.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Mormopterus_loriae,Ozimops_loriae,moved from Mormopterus to Ozimops,genus change,"Reardon, T. B., McKenzie, N. L., Cooper, S. J. B., Appleton, B., Carthew, S., & Adams, M. (2014). A molecular and morphological investigation of species boundaries and phylogenetic relationships in Australian free-tailed bats Mormopterus (Chiroptera: Molossidae). Australian journal of zoology, 62(2), 109-136.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
Mormopterus_lumsdenae,Ozimops_lumsdenae,moved from Mormopterus to Ozimops,genus change,"Reardon, T. B., McKenzie, N. L., Cooper, S. J. B., Appleton, B., Carthew, S., & Adams, M. (2014). A molecular and morphological investigation of species boundaries and phylogenetic relationships in Australian free-tailed bats Mormopterus (Chiroptera: Molossidae). Australian journal of zoology, 62(2), 109-136.|Jackson, S. M., & Groves, C. (2015). Taxonomy of Australian mammals. CSIRO Publishing, Austalia, Clayton."
