MDDv1.0_name,MDDv2.0_name,Comments,Category,References
Elephantulus_rufescens,Galegeeska_rufescens,moved from Elephantulus to Galegeeska,genus change,"Krásová, J., Mikula, O., Šumbera, R., Horáková, S., Robovský, J., Kostin, D. S., ... & Bryja, J. The Rufous Sengi is not Elephantulus—Multilocus reconstruction of evolutionary history of sengis from the subfamily Macroscelidinae. Journal of Zoological Systematics and Evolutionary Research."
Ellobius_fuscocapillus,Bramus_fuscocapillus,moved from Ellobius to Bramus,genus change,"Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Ellobius_lutescens,Bramus_lutescens,moved from Ellobius to Bramus,genus change,"Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Eothenomys_chinensis,Anteliomys_chinensis,moved from Eothenomys to Anteliomys,genus change,"Liu, S., Liu, Y., Guo, P., Sun, Z., Murphy, R. W., Fan, Z., ... & Zhang, Y. (2012). Phylogeny of oriental voles (Rodentia: Muridae: Arvicolinae): molecular and morphological evidence. Zoological science, 29(9), 610-622.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Eothenomys_custos,Anteliomys_custos,moved from Eothenomys to Anteliomys,genus change,"Liu, S., Liu, Y., Guo, P., Sun, Z., Murphy, R. W., Fan, Z., ... & Zhang, Y. (2012). Phylogeny of oriental voles (Rodentia: Muridae: Arvicolinae): molecular and morphological evidence. Zoological science, 29(9), 610-622.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Eothenomys_hintoni,Anteliomys_hintoni,moved from Eothenomys to Anteliomys,genus change,"Liu, S., Liu, Y., Guo, P., Sun, Z., Murphy, R. W., Fan, Z., ... & Zhang, Y. (2012). Phylogeny of oriental voles (Rodentia: Muridae: Arvicolinae): molecular and morphological evidence. Zoological science, 29(9), 610-622.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Eothenomys_olitor,Anteliomys_olitor,moved from Eothenomys to Anteliomys,genus change,"Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Eothenomys_proditor,Anteliomys_proditor,moved from Eothenomys to Anteliomys,genus change,"Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Eothenomys_tarquinius,Anteliomys_tarquinius,moved from Eothenomys to Anteliomys,genus change,"Liu, S., Liu, Y., Guo, P., Sun, Z., Murphy, R. W., Fan, Z., ... & Zhang, Y. (2012). Phylogeny of oriental voles (Rodentia: Muridae: Arvicolinae): molecular and morphological evidence. Zoological science, 29(9), 610-622.|Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Eothenomys_wardi,Anteliomys_wardi,moved from Eothenomys to Anteliomys,genus change,"Kryštufek, B., & Shenbrot, G. (2022). Voles and Lemmings (Arvicolinae) of the Palaearctic Region. University of Maribor Press, Maribor."
Episoriculus_fumidus,Pseudosoriculus_fumidus,moved from Episoriculus to Pseudosoriculus,genus change,"Abramov, A. V., Bannikova, A. A., Chernetskaya, D. M., Lebedev, V. S., & Rozhnov, V. V. (2017). The first record of Episoriculus umbrinus from Vietnam, with notes on the taxonomic composition of Episoriculus (Mammalia, Soricidae). Russian Journal of Theriology, 16, 117-128."
Eptesicus_anatolicus,Cnephaeus_anatolicus,moved from Eptesicus to Cnephaeus,genus change,"Juste, J., Benda, P., Garcia-Mudarra, J. L., & Ibanez, C. (2013). Phylogeny and systematics of Old World serotine bats (genus Eptesicus, Vespertilionidae, Chiroptera): an integrative approach. Zoologica Scripta, 42(5), 441-457.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_andinus,Neoeptesicus_andinus,moved from Eptesicus to Neoeptesicus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_bottae,Cnephaeus_bottae,moved from Eptesicus to Cnephaeus,genus change,"Juste, J., Benda, P., Garcia-Mudarra, J. L., & Ibanez, C. (2013). Phylogeny and systematics of Old World serotine bats (genus Eptesicus, Vespertilionidae, Chiroptera): an integrative approach. Zoologica Scripta, 42(5), 441-457.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_brasiliensis,Neoeptesicus_brasiliensis,moved from Eptesicus to Neoeptesicus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_chiriquinus,Neoeptesicus_chiriquinus,moved from Eptesicus to Neoeptesicus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_diminutus,Neoeptesicus_diminutus,moved from Eptesicus to Neoeptesicus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_dimissus,Cassistrellus_dimissus,moved from Eptesicus to Cassistrellus,genus change,"Ruedi, M., Eger, J. L., Lim, B. K., & Csorba, G. (2018). A new genus and species of vespertilionid bat from the Indomalayan Region. Journal of mammalogy, 99(1), 209-222."
Eptesicus_floweri,Cnephaeus_floweri,moved from Eptesicus to Cnephaeus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_furinalis,Neoeptesicus_furinalis,moved from Eptesicus to Neoeptesicus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_gobiensis,Cnephaeus_gobiensis,moved from Eptesicus to Cnephaeus,genus change,"Artyushin, I. V., Lebedev, V. S., Smirnov, D. G., & Kruskop, S. V. (2012). Taxonomic position of the Bobrinski's serotine (Eptesicus bobrinskoi, Vespertilionidae, Chiroptera). Acta Chiropterologica, 14(2), 291-303.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_hottentotus,Cnephaeus_hottentotus,moved from Eptesicus to Cnephaeus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_innoxius,Neoeptesicus_innoxius,moved from Eptesicus to Neoeptesicus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_isabellinus,Cnephaeus_isabellinus,moved from Eptesicus to Cnephaeus,genus change,"Juste, J., Benda, P., Garcia-Mudarra, J. L., & Ibanez, C. (2013). Phylogeny and systematics of Old World serotine bats (genus Eptesicus, Vespertilionidae, Chiroptera): an integrative approach. Zoologica Scripta, 42(5), 441-457.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_japonensis,Cnephaeus_japonensis,moved from Eptesicus to Cnephaeus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_kobayashii,Cnephaeus_kobayashii,moved from Eptesicus to Cnephaeus,genus change,"Wilson D.E. & Mittermeier R.A. 2019. Handbook of the mammals of the world. Vol. 9. Bats. Lynx Edicions, Barcelona.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_nilssonii,Cnephaeus_nilssonii,moved from Eptesicus to Cnephaeus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_ognevi,Cnephaeus_ognevi,moved from Eptesicus to Cnephaeus,genus change,"Juste, J., Benda, P., Garcia-Mudarra, J. L., & Ibanez, C. (2013). Phylogeny and systematics of Old World serotine bats (genus Eptesicus, Vespertilionidae, Chiroptera): an integrative approach. Zoologica Scripta, 42(5), 441-457.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_pachyomus,Cnephaeus_pachyomus,moved from Eptesicus to Cnephaeus,genus change,"Juste, J., Benda, P., Garcia-Mudarra, J. L., & Ibanez, C. (2013). Phylogeny and systematics of Old World serotine bats (genus Eptesicus, Vespertilionidae, Chiroptera): an integrative approach. Zoologica Scripta, 42(5), 441-457.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_pachyotis,Cnephaeus_pachyotis,moved from Eptesicus to Cnephaeus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_platyops,Cnephaeus_platyops,moved from Eptesicus to Cnephaeus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_serotinus,Cnephaeus_serotinus,moved from Eptesicus to Cnephaeus,genus change,"Zagorodniuk, I. 2009. Morphology of post-calcarial lobe in bats and its variation in Eptesicus ""serotinus"" (Mammalia). Visnyk of the Lviv University. Series Biology, 51: 157–175. (In Ukrainian)|Juste, J., Benda, P., Garcia-Mudarra, J. L., & Ibanez, C. (2013). Phylogeny and systematics of Old World serotine bats (genus Eptesicus, Vespertilionidae, Chiroptera): an integrative approach. Zoologica Scripta, 42(5), 441-457.|Zagorodniuk, I., & Kandaurov, A. Biogeography of the serotine bat Eptesicus lobatus: a hypothesis on Caucasian roots based on morphological data. Novitates Theriologicae, 9, 96-104.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_taddeii,Neoeptesicus_taddeii,moved from Eptesicus to Neoeptesicus,genus change,"Miranda, J. M., Bernardi, I. P., & Passos, F. C. (2006). A new species of Eptesicus (Mammalia: Chiroptera: Vespertilionidae) from the Atlantic forest, Brazil. Zootaxa, 1383(1), 57-68.|Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Eptesicus_tatei,Cnephaeus_tatei,moved from Eptesicus to Cnephaeus,genus change,"Cláudio, V. C., Novaes, R. L., Gardner, A. L., Nogueira, M. R., Wilson, D. E., Maldonado, J. E., ... & Moratelli, R. (2023). Taxonomic re-evaluation of New World Eptesicus and Histiotus (Chiroptera: Vespertilionidae), with the description of a new genus. Zoologia (Curitiba), 40, e22029."
Falsistrellus_affinis,Hypsugo_affinis,moved from Falsistrellus to Hypsugo,genus change,"Górfól, T., & Csorba, G. (2018). Integrative taxonomy places Asian species of Falsistrellus (Chiroptera: Vespertilionidae) into Hypsugo. Mammalian Biology, 93(1), 56-63."
Falsistrellus_mordax,Hypsugo_mordax,moved from Falsistrellus to Hypsugo,genus change,"Górfól, T., & Csorba, G. (2018). Integrative taxonomy places Asian species of Falsistrellus (Chiroptera: Vespertilionidae) into Hypsugo. Mammalian Biology, 93(1), 56-63."
Falsistrellus_petersi,Hypsugo_petersi,moved from Falsistrellus to Hypsugo,genus change,"Górfól, T., & Csorba, G. (2018). Integrative taxonomy places Asian species of Falsistrellus (Chiroptera: Vespertilionidae) into Hypsugo. Mammalian Biology, 93(1), 56-63."
Galerella_flavescens,Herpestes_flavescens,moved from Galerella to Herpestes,genus change,"Zhou, Y., Wang, S. R., & Ma, J. Z. (2017). Comprehensive species set revealing the phylogeny and biogeography of Feliformia (Mammalia, Carnivora) based on mitochondrial DNA. PloS one, 12(3), e0174902."
Galerella_ochracea,Herpestes_ochraceus,moved from Galerella to Herpestes,genus change,"Zhou, Y., Wang, S. R., & Ma, J. Z. (2017). Comprehensive species set revealing the phylogeny and biogeography of Feliformia (Mammalia, Carnivora) based on mitochondrial DNA. PloS one, 12(3), e0174902."
Galerella_pulverulenta,Herpestes_pulverulentus,moved from Galerella to Herpestes,genus change,"Zhou, Y., Wang, S. R., & Ma, J. Z. (2017). Comprehensive species set revealing the phylogeny and biogeography of Feliformia (Mammalia, Carnivora) based on mitochondrial DNA. PloS one, 12(3), e0174902."
Galerella_sanguinea,Herpestes_sanguineus,moved from Galerella to Herpestes,genus change,"Zhou, Y., Wang, S. R., & Ma, J. Z. (2017). Comprehensive species set revealing the phylogeny and biogeography of Feliformia (Mammalia, Carnivora) based on mitochondrial DNA. PloS one, 12(3), e0174902."
Grammomys_kuru,Thamnomys_kuru,moved from Grammomys to Thamnomys,genus change,"Mikula, O., Nicolas, V., Šumbera, R., Kone?ný, A., Denys, C., Verheyen, E., ... & Bryja, J. (2021). Nuclear phylogenomics, but not mitogenomics, resolves the most successful Late Miocene radiation of African mammals (Rodentia: Muridae: Arvicanthini). Molecular Phylogenetics and Evolution, 157, 107069."
